source_id,schema_cols,total_rows,dropped_ambiguous_or_missing_label,valid_label_rows,normal_rows,attack_rows,sampled_rows
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker3/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker3.pcap_Flow.csv,84,25540,0,25540,3025,22515,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker3/20200606_UOWM_IEC104_Dataset_c_rp_na_1_attacker3_iec104_only.pcap_Flow.csv,84,593,0,593,0,593,593
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver1.pcap_Flow.csv,84,33496,0,33496,33074,422,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver1_iec104_only.pcap_Flow.csv,84,360,0,360,149,211,360
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver2/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver2.pcap_Flow.csv,84,33534,0,33534,33112,422,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver2/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver2_iec104_only.pcap_Flow.csv,84,360,0,360,149,211,360
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver3/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver3.pcap_Flow.csv,84,33072,0,33072,32644,428,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver3/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver3_iec104_only.pcap_Flow.csv,84,363,0,363,149,214,363
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver4/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver4.pcap_Flow.csv,84,33216,0,33216,32788,428,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver4/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver4_iec104_only.pcap_Flow.csv,84,363,0,363,149,214,363
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver5/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver5.pcap_Flow.csv,84,33937,0,33937,33537,400,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver5/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver5_iec104_only.pcap_Flow.csv,84,348,0,348,148,200,348
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver6/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver6.pcap_Flow.csv,84,33804,0,33804,33404,400,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver6/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver6_iec104_only.pcap_Flow.csv,84,348,0,348,148,200,348
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver7/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver7.pcap_Flow.csv,84,33710,0,33710,33310,400,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver7/20200606_UOWM_IEC104_Dataset_c_rp_na_1_iecserver7_iec104_only.pcap_Flow.csv,84,348,0,348,148,200,348
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_qtester/20200606_UOWM_IEC104_Dataset_c_rp_na_1_qtester.pcap_Flow.csv,84,34033,0,34033,34033,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_qtester/20200606_UOWM_IEC104_Dataset_c_rp_na_1_qtester_iec104_only.pcap_Flow.csv,84,1040,0,1040,1040,0,1040
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker1.pcap_Flow.csv,84,25799,0,25799,3075,22724,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker1_iec104_only.pcap_Flow.csv,84,688,0,688,0,688,688
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker2/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker2.pcap_Flow.csv,84,25786,0,25786,3075,22711,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker2/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker2_iec104_only.pcap_Flow.csv,84,708,0,708,0,708,708
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker3/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker3.pcap_Flow.csv,84,26398,0,26398,3059,23339,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker3/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_attacker3_iec104_only.pcap_Flow.csv,84,1065,0,1065,0,1065,1065
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver1.pcap_Flow.csv,84,33720,0,33720,33008,712,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver1/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver1_iec104_only.pcap_Flow.csv,84,501,0,501,145,356,501
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver2/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver2.pcap_Flow.csv,84,33940,0,33940,33227,713,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver2/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver2_iec104_only.pcap_Flow.csv,84,501,0,501,145,356,501
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver3/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver3.pcap_Flow.csv,84,33327,0,33327,32619,708,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver3/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver3_iec104_only.pcap_Flow.csv,84,500,0,500,146,354,500
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver4/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver4.pcap_Flow.csv,84,33849,0,33849,33141,708,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver4/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver4_iec104_only.pcap_Flow.csv,84,399,0,399,49,350,399
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver5/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver5.pcap_Flow.csv,84,34206,0,34206,33496,710,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver5/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver5_iec104_only.pcap_Flow.csv,84,501,0,501,146,355,501
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver6/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver6.pcap_Flow.csv,84,34035,0,34035,33325,710,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver6/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver6_iec104_only.pcap_Flow.csv,84,465,0,465,111,354,465
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver7/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver7.pcap_Flow.csv,84,34425,0,34425,33715,710,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver7/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_iecserver7_iec104_only.pcap_Flow.csv,84,424,0,424,71,353,424
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_qtester/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_qtester.pcap_Flow.csv,84,34014,0,34014,34014,0,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS.7z::20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_qtester/20200606_UOWM_IEC104_Dataset_c_rp_na_1_DoS_qtester_iec104_only.pcap_Flow.csv,84,1017,0,1017,1017,0,1017
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_120/iec104_CICFLOWMETER_test_final.csv,84,2028,0,2028,169,1859,2028
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_120/iec104_CICFLOWMETER_train_final.csv,84,4800,0,4800,400,4400,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_15/test_15_cicflow.csv,84,4692,0,4692,391,4301,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_15/train_15_cicflow.csv,84,10968,0,10968,914,10054,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_180/test_180_cicflow.csv,84,1536,0,1536,128,1408,1536
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_180/train_180_cicflow.csv,84,3588,0,3588,299,3289,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_30/test_30_cicflow.csv,84,3420,0,3420,285,3135,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_30/train_30_cicflow.csv,84,7980,0,7980,665,7315,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_60/test_60_CICIFlow.csv,84,2520,0,2520,210,2310,2520
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_60/train_60_CICIFlow.csv,84,5904,0,5904,492,5412,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_90/test_90_cicflow.csv,84,2172,0,2172,181,1991,2172
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_cic_90/train_90_cicflow.csv,84,5088,0,5088,424,4664,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_120/iec104_custom_script_test_final.csv,112,2028,0,2028,169,1859,2028
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_120/iec104_custom_script_train_final.csv,112,4800,0,4800,400,4400,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_15/test_15_custom_script.csv,112,4692,0,4692,391,4301,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_15/train_15_custom_script.csv,112,10968,0,10968,914,10054,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_180/test_180_custom_script.csv,112,1536,0,1536,128,1408,1536
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_180/train_180_custom_script.csv,112,3588,0,3588,299,3289,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_30/test_30_custom_script.csv,112,3420,0,3420,285,3135,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_30/train_30_custom_script.csv,112,7980,0,7980,665,7315,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_60/test_60_custom_script.csv,112,2520,0,2520,210,2310,2520
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_60/train_60_custom_script.csv,112,5904,0,5904,492,5412,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_90/test_90_custom_script.csv,112,2172,0,2172,181,1991,2172
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\Balanced_IEC104_Train_Test_CSV_Files.7z::Balanced_IEC104_Train_Test_CSV_Files/iec104_train_test_csvs/tests_custom_90/train_90_custom_script.csv,112,5088,0,5088,424,4664,3000
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS.7z::20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver1/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver1_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS.7z::20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver2/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver2_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS.7z::20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver3/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver3_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS.7z::20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver4/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver4_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS.7z::20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver5/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver5_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS.7z::20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver6/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver6_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS.7z::20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver7/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver7_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS.7z::20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_qtester/20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_qtester_iec104_only.pcapiec104_network_flow_leayer.csv,119,637,0,637,0,637,637
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver1\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver1_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver2\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver2_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver3\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver3_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver4\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver4_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
D:\SEM - IV\23ELC212 - Machine Learning\end sem project\datasets\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver5\20200425_UOWM_IEC104_Dataset_m_sp_na_1_DoS_iecserver5_iec104_only.pcapiec104_network_flow_leayer.csv,119,91,0,91,0,91,91
